,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
59_Sch_O,Acidibacter ferrireducens,schoolfield,Specific Growth Rate,-5.885827286972601,1.5393476570523865,NA,4.64644949112479,-0.0481232343784,307.6216,304.4216,310.3216,2.00907129995,0.9754969143009506,-21.654557517047735,-20.033186473660543,3,False,7,6,59,Falagan_2014_A_ferrireducens,"2014,  Falagan, C. & Johnson, DB., 'Acidibacter ferrireducens gen. nov., sp. nov.: an acidophilic ferriciron-reducing gammaproteobacterium', Extremophiles, 18, (1067?1073)",37.46066,6.49031,Bacteria,Proteobacteria,Gammaproteobacteria,,,Acidibacter,ferrireducens,True,Aerobic
122_Sch_TF,Acidicaldus organivorans,schoolfield two factor,Specific Growth Rate,-13.134715430650315,1.7188362408384963,325.134833009,2.6438509459455157,NA,325.087,319.887,331.487,0.0810180472642,1.0,-274.2664161151679,-275.3349443095684,1,False,4,4,122,Johnson_2006_A_organivorus,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",44.0,110.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,organivorans,True,Aerobic
122_Sch_OS,Acidicaldus organivorans,schoolfield simple,Specific Growth Rate,-13.006973284422308,1.6967913955510006,NA,2.634668362321408,NA,325.187,319.887,331.487,0.081036496426,0.9999787806697318,-69.84053788628349,-70.90906608068403,2,False,4,4,122,Johnson_2006_A_organivorus,"2006, Johnson, D. et al, 'Isolation and characterization of Acidicaldus organivorus, gen. nov., sp. nov.: a novel sulfur-oxidizing, ferric iron-reducing thermo-acidophilic heterotrophic Proteobacterium', Arch Microbiol, 185 (212?221)",44.0,110.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidicaldus,organivorans,True,Aerobic
216_Sch_TF,Acidilobus aceticus,schoolfield two factor,Specific Growth Rate,-17.674374238870485,2.0540754809885593,357.476526415,3.2302946667294785,NA,357.5006,352.3006,363.7006,6.64834589028,0.9974486198010452,-18.84463411386727,-18.797444551696767,1,False,5,4,216,Prokofeva_2000_A_aceticus,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,aceticus,True,Fermentation
216_Sch_OS,Acidilobus aceticus,schoolfield simple,Specific Growth Rate,-13.623502952365586,1.609328153054682,NA,3.39626529840485,NA,357.8006,352.7006,363.0006,6.76450137332,0.9920852695853947,-13.172811831066586,-13.125622268896084,2,False,5,4,216,Prokofeva_2000_A_aceticus,"Prokofeva, M. I., Miroshnichenko, M. L., Kostrikina, N. A., Chernyh, N. A., Kuznetsov, B. B., Tourova, T. P., & Bonch-Osmolovskaya, E. A. (2000). Acidilobus aceticus gen. nov., s.p. nov., a novel anaerobic thermoacidophilic archaeon from continental hot vents in Kamchatka. International Journal of Systematic and Evolutionary Microbiology, 50(6), 2001?2008.",,,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,aceticus,True,Fermentation
33_Sch_TF,Acidilobus sulfurireducens,schoolfield two factor,Specific Growth Rate,-37.718932972353045,3.968903245730285,353.448724197,7.138185392477917,NA,353.45,351.15,355.95,0.790023107747,0.824510094762538,-27.820283867446754,-25.423076159047575,1,False,8,4,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
33_Sch_OS,Acidilobus sulfurireducens,schoolfield simple,Specific Growth Rate,-28.418130090414017,2.9703637889289025,NA,6.871807389579379,NA,353.75,351.15,356.15,0.779906818759,0.8181070430980903,-27.50634067979783,-25.10913297139865,2,False,8,4,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
33_Sch_O,Acidilobus sulfurireducens,schoolfield,Specific Growth Rate,-0.19688986021997756,0.08204821479141178,NA,3.9694245536258226,-4.7769473609,353.45,351.05,356.15,0.777586752055,0.8099604985829276,-23.219821295843474,-20.663730504084626,3,False,8,6,33,Boyd_Acidilobus_sulfurireducens_growth,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,C19
35_Sch_TF,Acidilobus sulfurireducens,schoolfield two factor,Sulphide Production,-35.67614503372454,4.6373102183445125,352.837225527,7.414512384501087,NA,352.85,350.65,355.45,2496.35985682,0.9679545357724993,88.32621081023001,90.72341851862919,1,False,8,4,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,
35_Sch_OS,Acidilobus sulfurireducens,schoolfield simple,Sulphide Production,-16.736486263467594,2.593592209834417,NA,6.695980163600801,NA,353.45,350.65,355.95,2415.22460539,0.9481370076120731,92.25092181942094,94.64812952782012,2,False,8,4,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,
35_Sch_O,Acidilobus sulfurireducens,schoolfield,Sulphide Production,8.490530084263051,4.766415376999955e-05,NA,3.6308566354474454,-6.04103204771,352.85,350.45,355.55,2456.97402133,0.9606574159382675,93.97576407112791,96.53185486288676,3,False,8,6,35,Boyd_Acidilobus_sulfurireducens_sulfur,"2007,  Boyd, E. et al, 'Isolation, Characterization, and Ecology of Sulfur-Respiring Crenarchaea Inhabiting Acid-Sulfate-Chloride-Containing Geothermal Springs in Yellowstone National Park', APPLIED AND ENVIRONMENTAL MICROBIOLOGY 73 (6669<U+0096>6677)",44.43,110.42,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,sulfurireducens,True,
71_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Time To Double Fe3+ concentration,-5.337686189831598,0.8609548625674986,318.90015469,1.056895235000904,NA,318.8773,305.3773,339.2773,0.169112493055,0.8548887012984905,-151.77718502341446,-145.32532623393365,1,False,18,4,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
71_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Time To Double Fe3+ concentration,-1.752215417797401,1.7254705442226737e-09,NA,11.161115575344104,-1.43696422403,NA,NA,NA,NA,0.8479545899433392,-146.93688603562546,-138.7042837303523,2,False,18,6,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
71_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Time To Double Fe3+ concentration,-2.940684918640137,0.1885694491434582,NA,12.584253106136288,NA,NA,NA,NA,NA,0.6996911287280889,-138.68396243948283,-132.232103650002,3,False,18,4,71,Franzman_2005_A_ferrooxidans,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Time To Double Fe3+ concentration,1.9197844163733784,1.1298811886106819e-09,NA,15.823689353478311,-1.67263638203,326.5812,310.4812,329.6812,6.69682686264,0.8914505044743162,-3.6646552803702193,4.167838128023295,1,False,17,6,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Time To Double Fe3+ concentration,-1.0212569189927987,0.501258071898324,321.42225077,2.9662736991912952,NA,321.3812,313.4812,326.6812,7.32180097221,0.8351864803266259,-0.5347387799762338,5.631327940304846,2,False,17,4,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
72_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Time To Double Fe3+ concentration,-1.0209146762801107,0.5011888934456812,NA,2.9666049908294903,NA,321.3812,313.4812,326.6812,7.3217527668,0.8351867719797677,-0.5347387727972404,5.63132794748384,3,False,17,4,72,Franzman_2005_A_ferrooxidans_2,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_O,Acidimicrobium ferrooxidans,schoolfield,Fe3+ Oxidation Rate,1.9227721042461074,1.7856341960609257e-09,NA,14.512030462965123,-1.71971454777,326.3758,310.7758,329.6758,6.71523460392,0.925297900203787,-11.744747935969865,-2.433090871905904,1,False,21,6,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_OS,Acidimicrobium ferrooxidans,schoolfield simple,Fe3+ Oxidation Rate,-1.616147703292529,0.6113685453701945,NA,2.721151898162176,NA,321.0758,313.7758,326.4758,7.41018607918,0.8825819244140154,-6.199227093199804,1.0233850954173107,2,False,21,4,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
334_Sch_TF,Acidimicrobium ferrooxidans,schoolfield two factor,Fe3+ Oxidation Rate,-1.6163436377379437,0.6114098567377052,321.042319173,2.720981562309817,NA,321.0758,313.7758,326.4758,7.41017024202,0.8825817938193294,-6.1992270275701955,1.0233851610469191,3,False,21,4,334,81,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,ferrooxidans,True,F4
75_Sch_O,Acidiplasma cupricumulans,schoolfield,ime To oxidise 2000mg/L Fe2+,0.5911197710914816,2.7953913628309124e-09,NA,6.848769915070571,-1.14959593115,328.605,320.105,332.105,1.40639759375,0.9692221412304084,-94.54683825935741,-85.57671234447947,1,False,20,6,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
75_Sch_OS,Acidiplasma cupricumulans,schoolfield simple,ime To oxidise 2000mg/L Fe2+,-3.5606465402467427,0.5720986458668424,NA,5.241630677909474,NA,328.005,321.705,331.505,1.47526759942,0.9547173870916694,-90.74214663751141,-83.76348526974145,2,False,20,4,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
75_Sch_TF,Acidiplasma cupricumulans,schoolfield two factor,ime To oxidise 2000mg/L Fe2+,-3.5606508535251833,0.5720994075326472,328.030754212,5.241616894879685,NA,328.005,321.705,331.505,1.47526754906,0.9547173867216194,-90.74214662364065,-83.76348525587069,3,False,20,4,75,Franzman_2005_F_cyprexacervatum,"2005,  FRANZMANN, P.D. et al , 'Effects of temperature on the rates of iron and sulfur oxidationby selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation', Minerals Engineering, 18, (1304?1314)",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
96_Sch_OS,Acidiplasma cupricumulans,schoolfield simple,Root(1/time to increase Fe2+ to 2g L^-1),6.770968976168872,0.4413723320279779,NA,2.581903369424787,NA,326.0157,316.7157,332.2157,15102.698817,0.9671287609096096,246.89304951099788,253.87171087876783,1,False,20,4,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
96_Sch_TF,Acidiplasma cupricumulans,schoolfield two factor,Root(1/time to increase Fe2+ to 2g L^-1),6.770963240404018,0.4413733738079456,326.003730447,2.5818957435309065,NA,326.0157,316.7157,332.2157,15102.6970572,0.9671287608612387,246.89304951493057,253.8717108827005,2,False,20,4,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
96_Sch_O,Acidiplasma cupricumulans,schoolfield,Root(1/time to increase Fe2+ to 2g L^-1),9.824480681023994,6.95159101948839e-07,NA,3.686467708221457,-1.08711817853,326.5157,316.1157,332.4157,14942.0453855,0.9727574767657634,247.13560517001264,256.1057310848906,3,False,20,6,96,Hawkes_2006_1,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
97_Sch_O,Acidiplasma cupricumulans,schoolfield,Root(1/time for turbidity to increase by 0.2),8.453604025136197,0.1594263182239647,NA,6.152944232401087,-2.36848497994,326.467,316.167,330.567,13614.2518163,0.9726558250725138,273.87262171574014,283.1842787798041,1,False,21,6,97,Hawkes_2006_2,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
97_Sch_OS,Acidiplasma cupricumulans,schoolfield simple,Root(1/time for turbidity to increase by 0.2),6.178404504860639,0.5149724320806479,NA,3.9997682815624085,NA,325.567,318.267,329.867,14233.2149017,0.9293529071217665,289.83637812072476,297.0589903093419,2,False,21,4,97,Hawkes_2006_2,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
97_Sch_TF,Acidiplasma cupricumulans,schoolfield two factor,Root(1/time for turbidity to increase by 0.2),6.17835385839416,0.5149815215331602,325.592234826,3.9996525137124683,NA,325.567,318.267,329.867,14233.194564,0.9293529108361968,289.8363782769718,297.0589904655889,3,False,21,4,97,Hawkes_2006_2,"Hawkes, R. B., Franzmann, P. D., O?hara, G., & Plumb, J. J. (2006). Ferroplasma cupricumulans sp. nov., a novel moderately thermophilic, acidophilic archaeon isolated from an industrial-scale chalcocite bioleach heap. Extremophiles, 10(6), 525?530.",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
339_Sch_O,Acidiplasma cupricumulans,schoolfield,Fe2+ Oxidation Rate,0.5965992121444817,3.911951762525234e-09,NA,6.604063831310604,-1.14675971801,328.4551,319.9551,332.0551,1.40619785221,0.9761061899698507,-99.5933841837483,-90.62325826887036,1,False,20,6,339,86,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
339_Sch_OS,Acidiplasma cupricumulans,schoolfield simple,Fe2+ Oxidation Rate,-3.580319427901366,0.5764351047780074,NA,5.10329259738292,NA,327.9551,321.5551,331.4551,1.47402803273,0.9628457505368498,-94.66827726376516,-87.6896158959952,2,False,20,4,339,86,"2005, P.D. Franzmann and C.M. Haddad and R.B. Hawkes and W.J. Robertson and J.J. Plumb, 'Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation'. Minerals Engineering, 18(13-14),pp1304-1314",,,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Acidiplasma,cupricumulans,True,F4
