,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max response,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,RespirationType
387_Sch_O,Natrinema pellirubrum,schoolfield,Specific Growth Rate,1.0376926684676224,0.26099000700869446,NA,4.091827928852245,-2.06278105692,325.076,313.276,330.176,15.5290895935,0.9972867397182368,-53.51581377369115,-45.283211468418,1,False,18,6,387,134,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,pellirubrum,True,Aerobic
387_Sch_TF,Natrinema pellirubrum,schoolfield two factor,Specific Growth Rate,0.8359597335728012,0.29606227040247524,324.743376561,3.537488357618333,NA,324.776,313.676,330.176,15.583935804,0.9928135231861827,-39.97733048882178,-33.525471699340955,2,False,18,4,387,134,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,pellirubrum,True,Aerobic
387_Sch_OS,Natrinema pellirubrum,schoolfield simple,Specific Growth Rate,0.8359595025792452,0.2960623215858784,NA,3.537484771358863,NA,324.776,313.676,330.176,15.5839347775,0.9928135231992096,-39.9773304884954,-33.525471699014574,3,False,18,4,387,134,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,pellirubrum,True,Aerobic
388_Sch_O,Natronobacterium gregoryi,schoolfield,Specific Growth Rate,1.2295987476052361,0.2482411028523127,NA,3.2831319152641587,-1.41872284311,319.8676,308.7676,325.6676,14.5860139263,0.9907628284991143,-28.27751381925208,-20.86939276357361,1,False,16,6,388,135,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,gregoryi,True,Aerobic
388_Sch_TF,Natronobacterium gregoryi,schoolfield two factor,Specific Growth Rate,0.38771260184885925,0.40924621462706645,319.0594611,2.1681261288799916,NA,319.0676,309.0676,326.0676,14.5776036552,0.9836324683381227,-23.120829729379818,-17.257886118180913,2,False,16,4,388,135,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,gregoryi,True,Aerobic
388_Sch_OS,Natronobacterium gregoryi,schoolfield simple,Specific Growth Rate,0.3877100158479818,0.40924685677859585,NA,2.1681179039226453,NA,319.0676,309.0676,326.0676,14.5775998847,0.983632468363374,-23.120829716199015,-17.25788610500011,3,False,16,4,388,135,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,gregoryi,True,Aerobic
389_Sch_TF,Natronococcus occultus,schoolfield two factor,Specific Growth Rate,-0.3878057524659749,0.6083212391578082,319.118002121,1.0922712097389415,NA,319.1631,307.0631,332.9631,12.4254904933,0.9735777771701816,-21.675932304609095,-15.509865584328015,1,False,17,4,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
389_Sch_O,Natronococcus occultus,schoolfield,Specific Growth Rate,2.5011429730934958,1.2540680716099928e-09,NA,2.3389993456062084,-1.45018227335,NA,NA,NA,NA,0.9465072182570755,-5.685679850597502,2.146813557796012,2,False,17,6,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
389_Sch_OS,Natronococcus occultus,schoolfield simple,Specific Growth Rate,1.3198120290935713,0.1801670309966692,NA,14.967264902950323,NA,NA,NA,NA,NA,0.7082212989437353,19.158464685177087,25.324531405458167,3,False,17,4,389,136,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus,occultus,True,Aerobic
390_Sch_TF,Natronomonas pharaonis,schoolfield two factor,Specific Growth Rate,-0.3961289429452647,0.5774509164908971,318.215983963,1.7644865528051987,NA,318.2038,309.2038,326.1038,14.5952948835,0.9826977906350108,-23.471235461825678,-17.019376672344855,1,False,18,4,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
390_Sch_OS,Natronomonas pharaonis,schoolfield simple,Specific Growth Rate,-0.3961499724934584,0.5774561266469673,NA,1.7644737749225223,NA,318.2038,309.2038,326.1038,14.5952866418,0.9826977917946828,-23.471235456245633,-17.01937666676481,2,False,18,4,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
390_Sch_O,Natronomonas pharaonis,schoolfield,Specific Growth Rate,0.2973994461714756,0.5773868190943071,NA,1.7644269540428907,-0.000131475538201,318.2038,309.2038,326.1038,14.5952904107,0.9826978391777133,-19.471235180228852,-11.238632874955702,3,False,18,6,390,137,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,pharaonis,True,Aerobic
391_Sch_TF,Natronorubrum bangense,schoolfield two factor,Specific Growth Rate,0.06439657798881528,0.4543639899448223,318.864740534,2.250632297373053,NA,318.8757,309.6757,325.4757,13.5378381156,0.9949729089834405,-38.2859664179576,-32.74571541244655,1,False,15,4,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
391_Sch_O,Natronorubrum bangense,schoolfield,Specific Growth Rate,2.6504702426180526,1.8495555864639357e-08,NA,325.8258646363386,-1.10078990119,NA,NA,NA,NA,0.9626204075207796,-4.190029463747948,2.7663219439675224,2,False,15,6,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
391_Sch_OS,Natronorubrum bangense,schoolfield simple,Specific Growth Rate,0.8956396173319632,0.26903757354467017,NA,72.0558263026791,NA,NA,NA,NA,NA,0.8605821952151221,11.564885684930587,17.10513669044164,3,False,15,4,391,138,"2005, J. L. Robinson and B. Pyzyna and R. G. Atrasz and C. A. Henderson and K. L. Morrill and A. M. Burd and E. DeSoucy and R. E. Fogleman and J. B. Naylor and S. M. Steele and D. R. Elliott and K. J. Leyva and R. F. Shand, 'Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots'. Journal of Bacteriology, 187(3),pp923-929",,,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,True,Aerobic
356_Sch_TF,Nitrosotalea sp. nd2,schoolfield two factor,Specific Growth Rate,-3.2900708846750457,0.6024760414036271,310.042593865,5.191696951488474,NA,310.0312,304.5312,313.1312,0.691638849618,0.8893923850549404,-33.98769373982012,-31.590486031420944,1,False,8,4,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,
356_Sch_OS,Nitrosotalea sp. nd2,schoolfield simple,Specific Growth Rate,-3.290035098419124,0.602463908967461,NA,5.192052611194429,NA,310.0312,304.5312,313.1312,0.691642150476,0.8893921045805269,-33.987693725058904,-31.590486016659725,2,False,8,4,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,
356_Sch_O,Nitrosotalea sp. nd2,schoolfield,Specific Growth Rate,-3.2900354428626355,0.6024639968780373,NA,5.192053306278747,-86.0347089496,310.0312,304.5312,313.1312,0.691642211822,0.8893920988108388,-29.987693725039748,-27.4316029332809,3,False,8,6,356,103,"2014, Laura E. Lehtovirta-Morley and Chaorong Ge and Jenna Ross and Huaiying Yao and Graeme W. Nicol and James I. Prosser, 'Characterisation of terrestrial acidophilic archaeal ammonia oxidisers and their inhibition and stimulation by organic compounds'. FEMS Microbiology Ecology, 89(3),pp542-552",,,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotalea,,True,
152_Sch_O,Nocardioides sp. k44,schoolfield,Specific Growth Rate,-1.5048413390680202,4.001662223807045e-09,NA,79.99973533620722,-2.57066616972,306.889,287.689,307.889,0.22193817009,0.9152235226922749,-77.18596414285713,-71.79161759434113,1,False,12,6,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
152_Sch_TF,Nocardioides sp. k44,schoolfield two factor,Specific Growth Rate,-3.681385723018059,0.8152657264610549,297.24733645,2.2632087478828535,NA,297.289,291.389,302.489,0.266855724009,0.8166466528682612,-71.88845073239149,-67.4639174834515,2,False,12,4,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
152_Sch_OS,Nocardioides sp. k44,schoolfield simple,Specific Growth Rate,-3.681179097002457,0.8151620999827582,NA,2.263235797123663,NA,297.289,291.389,302.489,0.266851087888,0.8166474395985901,-71.8884507102179,-67.4639174612779,3,False,12,4,152,Mannisto_2002_k44,"2002, Mannisto, M.K. and Puhakka, J.A., 'Psychrotolerant and microaerophilic bacteria in boreal groundwater', Microbial Ecology, 41 (9-16)",60.51,25.16,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,True,Aerobic
585_Sch_OS,Oscillatoria e17,schoolfield simple,Specific Growth Rate,-2.8863075450063747,0.6071608172006022,NA,2.460442070244182,NA,293.25,286.95,298.25,0.247054598846,0.9375373584172353,-46.572424082000104,-44.84287333672354,1,False,7,4,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
585_Sch_TF,Oscillatoria e17,schoolfield two factor,Specific Growth Rate,-2.8864423491038718,0.6072616113926331,293.299186979,2.4602041019113505,NA,293.25,286.95,298.25,0.247056261075,0.93753750395995,-46.57242404935203,-44.84287330407547,2,False,7,4,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
585_Sch_O,Oscillatoria e17,schoolfield,Specific Growth Rate,-2.8862811156547137,0.6071410557583089,NA,2.4604887306736702,-99.0890089416,293.35,286.95,298.25,0.247054326923,0.9375373291971165,-42.57242400663619,-40.951052963249,3,False,7,6,585,CT447,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",74.0,-94.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
604_Sch_OS,Oscillatoria o-salt,schoolfield simple,Specific Growth Rate,-3.734032279695436,0.8712989455891176,NA,7.931911687555788,NA,295.75,292.35,297.55,0.358961158369,0.9610587388926716,-45.71135997945411,-43.98180923417755,1,False,7,4,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
604_Sch_O,Oscillatoria o-salt,schoolfield,Specific Growth Rate,-3.7340368195492255,0.8713001598976605,NA,7.9321548064789145,-1194.59108086,295.75,292.35,297.55,0.358964115373,0.9610586809050421,-41.711359981242,-40.089988937854805,2,False,7,6,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
604_Sch_TF,Oscillatoria o-salt,schoolfield two factor,Specific Growth Rate,243.19731109295887,109.48280625501867,223.293072257,47117.61520206386,NA,322.45,263.15,322.45,,0.0,-17.9533756752393,-16.223824929962735,3,False,7,4,604,CT466,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",-78.0,166.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
598_Sch_TF,Oscillatoria o201,schoolfield two factor,Specific Growth Rate,-3.805890237580565,2.098366229802572,285.076002489,2.6844631270681503,NA,285.05,280.85,291.25,0.202021281131,0.7912204955869493,-42.03161920125414,-40.302068455977576,1,False,7,4,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
598_Sch_OS,Oscillatoria o201,schoolfield simple,Specific Growth Rate,-3.485834573781732,1.6553903397623473,NA,2.334617520891061,NA,285.85,281.15,291.95,0.200719387379,0.7839682495690952,-41.79425763113687,-40.0647068858603,2,False,7,4,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
598_Sch_O,Oscillatoria o201,schoolfield,Specific Growth Rate,-3.46334934386284,1.6272581320504185,NA,2.3129195885438545,-44.9148424979,285.85,281.15,291.95,0.200519892336,0.7830230968669242,-37.763575009767976,-36.142203966380784,3,False,7,6,598,CT460,"Tang, E. P., Tremblay, R. & Vincent, W. F. (1997). Cyanobacterial dominance of polar freshwater ecosystems: are high-latitude mat-formers adapted to low temperature? J. Phycol., 33, 171-181.",55.0,-77.0,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
536_Sch_TF,Oscillatoria sp.,schoolfield two factor,Specific Growth Rate,-1.789203899692343,0.5472126303947232,300.857525059,3.345124780470405,NA,300.85,294.55,304.95,1.18828774224,1.0,-263.7925928008897,-264.8611209952902,1,False,4,4,536,CT235,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
536_Sch_OS,Oscillatoria sp.,schoolfield simple,Specific Growth Rate,-1.1171649308273612,0.30480535250615626,NA,2.017269844503397,NA,NA,NA,NA,NA,0.8417417245885312,-11.259671469445248,-12.328199663845794,2,False,4,4,536,CT235,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanophyta,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria,,True,
12_Sch_OS,Palaeococcus helgesonii,schoolfield simple,Specific Growth Rate,-5.429654699748889,0.9236395771676138,NA,4.1828956791039476,NA,351.1923,345.3923,355.3923,20.8785881247,0.9662808301806441,10.654034886143164,12.383585631419729,1,False,7,4,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
12_Sch_TF,Palaeococcus helgesonii,schoolfield two factor,Specific Growth Rate,-5.429591173618875,0.9236316219176138,351.199757204,4.182975033793924,NA,351.1923,345.3923,355.3923,20.8786393958,0.966280853859783,10.65403489092919,12.383585636205755,2,False,7,4,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
12_Sch_O,Palaeococcus helgesonii,schoolfield,Specific Growth Rate,2.7907971262606908,5.222474785959719e-09,NA,12.271845784112923,-1.82493999392,364.5923,341.4923,370.1923,16.1699336106,0.6729359927243597,30.46834726508456,32.08971830847175,3,False,7,6,12,Amend_2003_P_helgesonii,"Amend, J. P., Meyer-Dombard, D. R., Sheth, S. N., Zolotova, N., & Amend, A. C. (2003). Palaeococcus helgesonii sp. nov., a facultatively anaerobic, hyperthermophilic archaeon from a geothermal well on Vulcano Island, Italy. Archives of Microbiology, 179(6), 394?401.",38.41,14.95,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,helgesonii,True,C19
116_Sch_TF,Pelotomaculum thermopropionicum,schoolfield two factor,Specific Growth Rate,-13.571369406995242,2.0565969935175414,328.078169776,4.586470031835408,NA,328.1234,324.8234,331.2234,1.57991229573,0.9438651800202112,-29.688011124514844,-26.701888237833746,1,False,9,4,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
116_Sch_OS,Pelotomaculum thermopropionicum,schoolfield simple,Specific Growth Rate,-13.430882731042734,2.0347606224598347,NA,4.589788108985264,NA,328.1234,324.8234,331.3234,1.57924590561,0.9438549882416258,-29.6861359125991,-26.700013025918,2,False,9,4,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
116_Sch_O,Pelotomaculum thermopropionicum,schoolfield,Specific Growth Rate,-13.218924840387599,2.0018067641810884,NA,4.5965861503460195,-7.70119420813,328.1234,324.8234,331.3234,1.57819707067,0.9437932939425212,-25.675735356975323,-22.295163315621785,3,False,9,6,116,Imachi_2002,"2002, Imachi, H. et al, 'Pelotomaculum thermopropionicum gen. nov., sp. nov., an anaerobic, thermophilic, syntrophic propionate-oxidizing bacterium', International Journal of Systematic and Evolutionary Microbiology 52 (1729?1735)",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,thermopropionicum,True,Fermentation
143_Sch_O,Peptoclostridium paradoxum,schoolfield,Specific Growth Rate,-0.3260909808196748,2.3961932403282482e-05,NA,8.977388414956568,-1.18597222793,329.7821,324.7821,332.0821,0.370538647123,0.9916483321660067,-125.23331557996792,-118.27696417225245,1,False,15,6,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
143_Sch_TF,Peptoclostridium paradoxum,schoolfield two factor,Specific Growth Rate,-6.992609790744749,0.8424447786428672,329.663157285,8.3015818495104,NA,329.6821,325.3821,331.8821,0.380573506589,0.9890035023365498,-124.90371745187201,-119.36346644636096,2,False,15,4,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
143_Sch_OS,Peptoclostridium paradoxum,schoolfield simple,Specific Growth Rate,-6.992611270969584,0.8424450185268322,NA,8.30157792837633,NA,329.6821,325.3821,331.8821,0.380573518777,0.9890035014232448,-124.90371745163861,-119.36346644612756,3,False,15,4,143,Li_1993_YT_C_paradoxum,"Li, Y., Mandelco, L., & Wiegel, J. (1993). Isolation and Characterization of a Moderately Thermophilic Anaerobic Alkaliphile, Clostridium paradoxum sp. nov. International Journal of Systematic Bacteriology, 43(3), 450?460.",,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,paradoxum,True,Fermentation
